ps_number,review_id,rating,title,content,author,date,verified_purchase
PS392727,57f48107622bf9d5,5,"Easy install, Worked as expensive","The part arrived quickly, my appliance is back in service. Wife is happy.",JULIAN G,"March 23, 2022",True
PS8690623,69fdc809833f9687,5,Fixed my dishwasher problem,Perfect fit and easy to install,Jeff K,"February 26, 2022",True
PS8690623,48a6b5d9f63d3d42,5,I watched the video & fixed it myself,"After ordering a new heating element, I read reviews on PartSelect.com that said that problems with drying and heating were more often fixed with a Flood Switch. Since a flood switch is easier to replace than a heating element, I ordered one, watched the video a few times and did it myself. I am a retired RN and I did it in about 40 minutes. It fixed the problem. Dishes are hot and dry when the cycle is done.",Anita J,"February 26, 2022",True
PS8690623,9da822d511570430,5,Perfect and fast delivery.,Highly recommend. Cheaper than I town.,Fred R,"February 22, 2018",True
PS8690623,5f56e816de6a848b,5,"needed repairs, flood switch and heating coil.","I ordered a Flood switch and heating coil,both parts arrived in swift time ,packaged well,and after watching a couple of videos,I installed them both and the machine is running great again, I would not hesitate to recommend this site to all, the site was easy to go through and find, what I needed ,thank you.",Bernie S,"April 2, 2023",True
PS8690623,75ec50b18520d88f,5,Easy repair after watching video.,I thought it was a defective solenoid valve and it turned out to be my flood switch. Dishwasher is working perfect now!,Clayton S,"September 25, 2022",True
PS8690623,50078ff357793d01,5,Easy repair,"Replacing this part was far to easy. After removing a couple pieces inside the dishwasher, I unplugged it from the Bottom of the dishwasher removed and tested it to make sure it worked and put it back together. It took maybe 15 minutes. Super easy",Samuel K,"December 12, 2018",True
PS8690623,09889f2537426559,5,Perfect fit,"Working perfectly, wife is happy that her dishwasher is fixed and saved from calling out a appliance repair company, Now I’m a hero ??????",Joseph T,"March 3, 2023",True
PS8690623,bb81435dbf6d3c48,5,Had to replace after destroying the original part,I thought the bottom sensor might come off to be able to clean the part...um no. Bought the replacement and works like a charm...thanks,Tim M,"April 10, 2018",True
PS8690623,197fd9481caee64b,5,Worked as expected,The new switch was exactly the same as the existing bad one. The service help was awesome. Thinking I needed a different part I bought that first even though the service guys said the #1 part for my problem was the flood switch. They were right.,David P,"April 28, 2018",True
PS8690623,f5329be789a12769,5,Perfect fix!,Arrived quick and fixed our dishwasher. Just wish we would’ve bought this part before the heat core!,Kimberly V,"August 24, 2022",True
PS1481923,21e250d555211b7c,5,Worked great and it was an easy repair,Everything worked as like it should and ship/received on time,Travis T,"April 16, 2019",True
PS1481923,529586f8e8720e7f,5,"Perfect fitting, easy exchange, works great!","Perfect fitting, easy exchange, works great!",Stefan M,"April 24, 2019",True
PS1481923,6cfe539f461de3af,5,Got it replaced in less than 30 minutes,"It took me a little while to get the plunger out of the old solenoid because it heated up over time but once I got it ,IT WAS like 10 minutes later dishwasher was back up and running. Do it yourself projects can save you alot of money..",Bobby S,"April 8, 2021",True
PS1481923,7a726019691ad8c8,5,"Exactly what was removed. No ""universal"" adaptors needed.","Easy, peasy. Just the way I like 'em. The video was spot on. Made this repair so simple . . . well, you know who could do it.",Kendyll C,"April 25, 2018",True
PS1481923,678fb12ee2be0886,5,Easy repair,Part came in excellent condition and worked as expected.,Sean G,"December 4, 2018",True
PS1481923,6ee0f0b75472e2f0,5,Works perfectly.,Works. Pretty easy to repair.,Rhandi M L,"May 1, 2019",True
PS1481923,1b28514f81d5e142,5,"Easy repair, followed video, installed part with minimal trouble, part took care of the problem.",Part came when promised and it worked.,Robert B,"May 14, 2019",True
PS1481923,9f9e0487b1212f61,5,solenid,item new works as expected,Louis S,"July 24, 2019",True
PS1481923,c546f7278aacec14,4,easy,worked good easy repair,Dean W,"March 20, 2018",True
PS1481923,7877cf27b857e7ad,4,easy repair but,"the coil / solenoid (the electrical )was good , easy install but you should include or have readily available the piston / shaft / armature , whatever that part is called Cleaning the melted and blended coil outer skin / plastic shell from the armature was very painstaking . ended up removing metal and ended up with a loose , noisy operation . it's a moot point now , the hot point washer is a piece of junk and I will be replacing it shortly . your service was great , price was fair , delivery was quick . thank you . Nick S",NICK S,"March 26, 2019",True
PS1481922,efd5104bb10a667c,5,Worked great!,Did what I needed,Howar H,"September 7, 2018",True
PS1481922,70a518f8ff8dfcd3,5,Easy repair!,"This was the perfect part to fix my dishwasher! This site was very helpful in figuring our which part was bad and replacing it. Very glad it was the cheap and easy paet, not the expensive part!",Karen L,"May 18, 2019",True
PS1481922,90c0309fe40d884f,5,The part was excellent,"I save a lot of money by repairing it myself, and the service was great I received the part a couple of days later after I ordered it,",Enrique S,"October 22, 2022",True
PS1481922,791fe389431328d1,5,Excellent video,"With the video you had on line, the install went perfectly. Thanks",James P,"October 3, 2018",True
PS1481922,b7598fdf44112702,5,Worked as expected,Fast delivery,Jodie C,"October 9, 2018",True
PS1481922,41be1682b0979ee2,5,Great Part. Worked as expected,The part was perfect.,Nancy S,"May 20, 2020",True
PS1481922,71986fd55cb40d34,5,things couldnt have gone better,everything went so easy and quick everything works great . im very thankful,Earl C,"September 3, 2020",True
PS1481922,f879aa3a25163536,5,Part worked as expected,The part came fast and fixed our problem.,Janice H,"September 23, 2023",True
PS1481922,8bf6a3cc6b7185b0,5,Dryer Repair - First timers,"We have never repaired our dryer. We did some troubleshooting (youtube and this website) and decided to try two parts. This was one of them (the other was the door switch). It was a little difficult to get to because the screw heads faced the side. So, front off, drum out, side out, but then installed in seconds. Dryer back to work!",Margaret M,"May 12, 2021",True
PS1481922,a445599c7a2df3e2,5,Easy installation.,Right part,Lydia C,"November 6, 2022",True
PS1021382,bb4e016edafda464,5,My diswasher works now and wife is happy.,"Was not sure the parts were correct as the cover was white instead of black, but they fit and worked perfectly. This is the second time I have ordered parts from PartSelect and the service and parts were perfect both times.",Tedd W,"January 31, 2018",True
PS1021382,135063f65f73d17c,5,Simple and inexpensive to find the right part,the parts diagrams really helped to make sure I was ordering exactly what I needed. Parts ordered arrived fast and matched exactly. Part Select is a great resource and makes do it yourself repairs fast and easy.,Paul V,"January 30, 2018",True
PS1021382,92945a4d24c3f362,5,Part worked as described,used an youtube video to make sure I replaced the correct switch (there are two; one on each side of the spring).,Matthew C,"December 7, 2019",True
PS1021382,542a18d00b86cc99,5,Great fix,The part came fast in great condition and my dishwasher is back in action,DANIEL N,"May 6, 2019",True
PS1021382,2a4729d5b260c0e6,5,Worked and fits perfectly,"The part came when promised and works as advertised. If your diagnosis is correct, this part will remedy the problem.",Robert H,"June 26, 2018",True
PS1021382,2de493660d2bd7a6,5,Easy repair - done in 5 minutes!,Part worked perfect - Dishwasher working now.,Brian S,"March 19, 2019",True
PS1021382,5221372a65f1619e,5,"It looks good, haven't installed yet.",The parts arrived in good time and were in factory packages. I would order again if needed.,David G,"March 1, 2019",True
PS1021382,fba9c8ac27d54692,5,Easy Peasy,"Part arrived quickly, fit perfectly, and kept me out of the doghouse",Reno R,"February 26, 2019",True
PS12068856,120dbbbe5009dd86,5,Original OEM part fit perfect,"Well the shipping date took a little longer than expected, I was fully satisfied with the OEM product I received.",Curt C,"May 25, 2019",True
PS12342785,1e82380b0b53ca3f,1,"when I finally received the part, it worked fine",I was extremely frustrated with the whole process. I ordered the part from you even though it was 4 times the price as on Kenmores site because you said you had the part in stock. Three weeks later I still had not received my part. I will keep this in mind the next time I order repair parts.,Todd B,"May 17, 2019",True
PS8714198,17ebe28f5b0e82b4,3,Button,it was round. Should have been square.,William T,"May 12, 2020",True
PS8725630,26a6244916c8f118,5,Great part,Repair was easy. Web site made part easy to find. Appliance looks like new,Donna D,"February 4, 2019",True
PS8725618,aed0457be075ba94,5,difficult to get the right part without a picture,The part arrived as stated and was what I needed which is good considering there is no picture of the part.,Don S,"February 1, 2020",True
PS8725618,916d2ea47732db0f,5,Dishwasher buttons,"The buttons were easily installed to my Bosch dishwasher by a 72 yr old female. If I can do it, anyone else can to. They arrived quickly & I am very pleased.",Antoinette W,"June 3, 2019",True
PS8726301,864d9d1f09bb0ef1,5,Easy Repair,"The part was perfect. I can't believe I actually fixed the dishwasher. Thanks, Larry K",LARRY K,"July 22, 2021",True
PS11727941,22015683f8dddea6,5,Replace,New…worked perfectly,Dudley B,"August 25, 2022",True
PS11727941,ef21e33b9173bfda,5,worked as expected,"worked great ,thanks",Micheal M,"August 25, 2023",True
PS11727941,37cd54dfa5788372,5,Perfect Match,"The part was a perfect match to what was there before. The install took a few minutes (if that). It did take FOREVER to receive the part as it was back ordered for months. Once the part was back in stock, it appeared to be shipped immediately.",Wes B,"May 3, 2021",True
PS420500,51b8c80c526eadfd,5,Couldn't ask for anything else,"They had the part, i bought it, it arrived on time and fit right. I was very pleased, I have used this company before and will use them again. Great customer service.",Nicholas D,"September 17, 2019",True
PS420500,951919ebe2e99cba,5,Easy repair,"Needed a replacement part and this was great, easy and came quickly",Jesse Henry C,"July 3, 2019",True
PS420500,55b803bd0b1ac77e,5,Easy pleasz.,Thank you.??,Stuart O,"July 20, 2018",True
PS420500,f591f32afc064ec3,3,Exact fit drain trap,The part fit perfectly. Very happy with the service after placing the order. On a down side I can tell it is a common replacement part for a dishwasher. Which of course means they charged 30+ dollars for a 4 dollar part. Mike B,Michael B,"March 11, 2019",True
PS11746426,77a6605587848e4d,5,"Exact part, easy to find","The part arrived as promised, and was exactly what I ordered. The PartSelect website is well-organized with very clear diagrams and product illustrations. This made it extremely easy to precisely identify and properly order the needed part.",Sammy L,"March 8, 2018",True
PS11746426,1b755d62396913ed,5,Perfect part,The part was exactly what I needed after this part on my dishwasher came up missing. So nice to have a fully functioning dishwasher again!,Rachel F,"January 29, 2018",True
PS11746426,1057221a703e5d02,5,Part worked great. Perfect fit.,Appliance back working.,James M,"February 10, 2018",True
PS11746426,ec14a795ca66ae44,5,Rinse Aid Cap,Part arrived in just a few days and working as expected.,Tom K,"February 7, 2018",True
PS11746426,271fe2d943a1f8ab,5,Everything was easy.,Easy ordering. Part was received quickly. Easy install.,Donna W,"February 25, 2022",True
PS11746426,9858729244d4ed7a,5,The part I needed!,Shipped fast. Good quality. Reasonably priced.,Robbie F,"September 12, 2019",True
PS11746426,60ab39795a2dad06,5,Easy Repair,The part came fast and was a perfect fit. I will use your company again whenever I need a repair.,Jessie H,"June 18, 2019",True
PS11746426,1a3c69843431a7fa,5,Worked like the original,Fast service and the part rinse aid cap fitted as if it was the original... Will recommend this company to anyone needing a part.... Thank you for your fine service!!!!!,Augusto A,"February 19, 2018",True
PS11746426,1e1cb284d2a4d2fe,5,Easy to pick correct part,Installed easily. Fast basic delivery.,Steve R,"March 15, 2018",True
PS11746426,f1890bed8dab78e1,5,Worked as expected,The part came fast and worked well.,Mary Jane H,"June 6, 2018",True
PS11741341,03bca1232e13ba3c,5,easy repair,correct part and arrived shortly after ordering.,THOMAS M,"April 22, 2019",True
PS11741341,5b3e661b413e57e0,5,Easier that sliced bread,"Where did my rinse cap go? I suspect it was incinerated in the dry cycle of my dishwasher. Do I really need to use a rinse agent? How can I replace the missing cap? Your web site made it super easy to replace the part (and the dishes look so much better). I did not need instructions, it fit perfectly. Worth every penny of purchase price and it arrived quickly.",Georgie H,"July 24, 2018",True
PS11741341,a8c8fd08ec1a8d5c,5,Easy repair,Part came in on time and in perfect condition,Ken G,"February 2, 2018",True
PS11741341,56a642fb3d53651b,5,Easy repair. Replaced part.,The part came fast and fit perfectly.,Mary H,"February 19, 2018",True
PS11741341,6e9fc4c4cd8360c9,5,Exact part needed,This was the exact part I needed for a 20 year old dish washer. Perfect! Thank you!,Lori Y,"July 17, 2019",True
PS11741341,13a5598cbff23c72,5,Non-delivery,"I didn't receive the part. Te USPS said that it was sent back to the shipper. Please send it to this address: Dan Schneider 231 Medallion Blvd. Apt. E Madeira Beach, FL. 33708 Thank you.",Daniel S,"January 22, 2019",True
PS11741341,fa7f6768aad8d78c,5,Easy to change rinse aid cap,"The part was received in timely manner, and so far the dishwasher is working again",Ralph H S,"April 1, 2019",True
PS11741341,aa15f64fd506534e,5,Easiest fix I have done.,Exact part needed. Rinse aid working well.,Mary M,"April 10, 2019",True
PS11741341,6ef1dd4e993ade40,5,Easy fix,Wrks good.. part could of been much cheaper for plastic..slow on the shipping but it wrks,R Dustin K,"August 27, 2019",True
PS11741341,41a73dd8500a3473,5,"easy repair, worked great.",The part was great and easy to install. Dishwasher works as expected.,Gary K,"February 21, 2019",True
PS11746146,ebed85bf610fdab4,5,Great,Would buy again,Kyle F,"February 21, 2018",True
PS11746146,639cc8b8995f174e,5,Easy repair. Thanks for the video.,Perfect fit.,MICHAEL W,"May 22, 2019",True
PS3497540,b7b15fe9480c6ca6,3,Not what I thought I was getting,"The part came fast but it is not what I thought I was getting. It us just a plastic piece that I got. I need a replacement door for my soap pods to go in. I took a picture of the part I need, but I don't know how to send it to you.",Glenda L,"November 21, 2018",True
PS1020205,1946a18583281465,5,1st time at your sight.,It was perfect and the installation only took 2 minutes. Great service too.,Bernard F,"April 1, 2019",True
PS1020205,d18e1e737f55c27e,5,Easy to install.,New but different color. Works perfect.,Stephen S,"May 27, 2019",True
PS1020205,3cfb8b82c0b367ca,5,Easy repair,Website provided easy way to find the specific part needed and video shows how to install. All worked great!,Felicia A,"August 20, 2019",True
PS1020205,6992356fc519ea43,5,Easy Repair,Fast and easy installation once received. Works great.,Jeffrey F,"August 5, 2020",True
PS1020205,bef3ef286908c8a4,5,Part worked just fine.,I like being able to get parts easily to keep my appliances working just like new.,Thomas B,"March 8, 2019",True
PS1020205,9a03675cc748b11a,5,GE Lower Spray Arm,Installed easily and was reasonably priced. Arrived very quickly.,John P,"June 12, 2019",True
PS1020205,d20693b5dc38c4ec,5,Genuine part - Easy fix for just about anyone to perform on their own!,Genuine GE part that took less than 5 seconds to replace. My GE Profile dishwasher is now just as quiet as it was when I first bought it. Thanks for the guidance and great price Partselect.com!,Daniel S,"April 23, 2020",True
PS1020205,4a0aef0946b40a67,5,Worked perfectly.,Fast delivery. Correct part. Can’t ask for more,Bernard S,"March 3, 2018",True
PS1020205,7b575324a3549a9a,5,Easy replacement. Excellent figure display online to determine right part,Part was in new condition,Alejandro R,"May 16, 2018",True
PS1020205,f0d33e559807a4b7,5,Easiest repair,"This part fit perfectly. Worth every penny and the install was the easiest fix I’ve ever done. Good product, good price, and reputable store.",Nelson M,"December 23, 2018",True
PS1015640,bfb8bf5636969886,5,Just what was needed,So simple to repalce,Robert M,"April 3, 2021",True
PS1015640,87238cb11a3fbcda,5,Spray arm,Exact part,Robert S,"January 13, 2021",True
PS1015640,871291de3f21c169,5,Easy Repair,"Part was easy to install, and fixed the issue.",Jennifer H,"October 17, 2018",True
PS2370492,767645f9347d4f2f,5,Parts worked out great and...,Parts worked out great and the price was great as well thank you and we will be using you in future and passing along your site.,Tonya Lee D,"October 29, 2018",True
PS2370492,46ed2312ab9971c4,5,Not the bearing,"The upper spray arm of our 20 year old dish washer had food clogging a few of the holes arnd rather than trying to clean them out I ordered a new spray arm and bearing. I don't know if I really needed the bearing, just kind if a steel bushing or washer. Replacing the spray arm rejuvenated the dishwasher. I would guess that the food in the spray arm threw off the balance so it was making a lot of noise. The new spray arm, and bearing, reduced the noise arnd improved the cleaning. The outside were well worth the price and easy to replace with one small wrench.",Charles K,"March 19, 2020",True
PS263136,f8480cba59cfab1f,5,Excellent experience!,Called Partsdirect with model# and confirmed it was appropriate. Arrived right on time with directions which were great! Installed and unit has performed perfectly. Very satisfied!,RICHARD H,"December 6, 2019",True
PS263136,5ae52f0497f2586b,5,Wonderful customer service!,"When I called to discuss the problem with our dish washer, the sweet lady who took my call spent at least 20 minutes making sure we were getting the right part. She then spent more time instructing us on the installation. I have never had such care & concern when dealing with a business as I had that day. It came sooner than expected, & thanks to her instructions, my husband spent less than 30 minutes getting the job done! We will definitely recommend ""PartSelect"" to all our friends!!! GREAT JOB! Margaret Lindsey",Margaret L,"June 13, 2020",True
PS261200,e526be8df93fd090,5,Perfect,Exactly what was needed.,Paul L,"August 21, 2018",True
PS261200,b33592640db6c415,5,Easy repair,"Great customer service, fast shipping, and part fixed my machine.",Christian N,"January 11, 2021",True
PS261200,9fec3fbdf8eed354,5,Easy replacement - perfect fit,repair could not be easier - plug new part right in.,Patrick N,"June 20, 2019",True
PS261200,37726faf85a7e9c5,5,Replacement part,"Fit perfectly, thanks!",Bruce S,"April 13, 2018",True
PS261200,086a4e0ce027061f,5,"Great part, staying put.",Replacement for an old part that kept popping off due to the little prongs being worn or not being springy enough anymore. This one is staying where it should.,Mariette M,"May 22, 2018",True
PS12578825,b1a97a40c750b58b,5,"Easy, quick delivery, perfect part","The part was in great condition and repair was a snap, literally. Will be back!",Bret H,"April 1, 2020",True
PS8728608,867a0fd594f3facb,5,Still waiting for the refund,I assume the part was in great condition.It came the next day for a $25 fee.I returned the part unopened and am still waiting for a refund.,Carlton R,"September 4, 2018",True
PS8713809,a6d79da150fb17f6,5,Easy repair,Got the part fast and in great condition. The repair went smoothly and was rewarded by working very well in my dishwasher.,David C T,"February 6, 2018",True
PS8713809,e8f4f66e638e32e9,5,Part arrived in good shape,"Great delivery, well packed, worked like expected. Will buy again. Thank you",Larry A,"May 14, 2019",True
PS8713809,d83d2d9d28da4d46,3,Easy repair as long as have torx bits to unscrew panels,Part as advertised. Paid for quicker ship but time to receive made me feel not worth it. Total cost rivals going local.,James M,"October 18, 2018",True
PS8723739,cb3272190e3d6646,5,It just worked!!!,"Part was correct, accurately described and arrived quickly. Website was helpful in diagnosing my problem as well. Saved me $800 on buying a new dishwasher!!",Edward B,"October 9, 2018",True
PS8690632,f58c08da63830226,5,Fixed,Part fit as expected and we are back up and running.,Chris B,"July 27, 2018",True
PS8690632,486341d8ce310f36,5,Perfect part...matched old one.,Part arrived fast. It was easy to replace and fits perfectly!,Ronald E,"July 3, 2018",True
PS8690632,277daf74b2fce48b,5,Perfect fit!,The part came quickly. The instructions from another customer on replacing the rack and unscrewing the sprayer arm were very helpful.,Marlys B,"May 15, 2020",True
PS8690632,d63c488e96c39214,5,Easy,good to go,Jesse B,"July 11, 2023",True
PS8690632,0b1c3f17b89ef69f,5,Well made like the original.,Service good. Part good. Only had question about shipping charges. The cost with shipping was $253.91. Over $100.00 of this was shipping. Two weeks later I ordered the bottom rack. Total was $183.44. $10.00 of this was shipping. I do not understand the big difference. Boxes were very close to the same size. I have both racks installed. Working good.,Harry D,"February 20, 2021",True
PS8690632,930147132202fd17,5,New rack,This part arrived timely and intact. My dishwasher looks sooo much better with a new top rack. I’d replaced the lower months back. Now when I open the door I think I have a new dishwasher!!!!,Margaret G,"January 16, 2020",True
PS8690632,92655ed155dd4777,4,My dishwasher rack,Worked. Fit. Expensive.,Sharon P,"June 9, 2018",True
PS8690632,0330d28aa59be692,1,part was different from original,part was redesigned by GE apparently (different part number) and does not work/fit properly,Donald F,"February 23, 2020",True
PS8756458,b2c50a6b9b0de5a6,5,Shelf Cup for GE Dishwasher,Part fit well and was delivered on time.,Dave L,"August 26, 2018",True
PS8756458,a14b1744e36d5c22,5,arrived as expected,part fits and meets expectations. Thank you for your prompt service,PATRICIA A G,"February 9, 2018",True
PS11746426,77a6605587848e4d,5,"Exact part, easy to find","The part arrived as promised, and was exactly what I ordered. The PartSelect website is well-organized with very clear diagrams and product illustrations. This made it extremely easy to precisely identify and properly order the needed part.",Sammy L,"March 8, 2018",True
PS11746426,1b755d62396913ed,5,Perfect part,The part was exactly what I needed after this part on my dishwasher came up missing. So nice to have a fully functioning dishwasher again!,Rachel F,"January 29, 2018",True
PS11746426,1057221a703e5d02,5,Part worked great. Perfect fit.,Appliance back working.,James M,"February 10, 2018",True
PS11746426,ec14a795ca66ae44,5,Rinse Aid Cap,Part arrived in just a few days and working as expected.,Tom K,"February 7, 2018",True
PS11746426,271fe2d943a1f8ab,5,Everything was easy.,Easy ordering. Part was received quickly. Easy install.,Donna W,"February 25, 2022",True
PS11746426,9858729244d4ed7a,5,The part I needed!,Shipped fast. Good quality. Reasonably priced.,Robbie F,"September 12, 2019",True
PS11746426,60ab39795a2dad06,5,Easy Repair,The part came fast and was a perfect fit. I will use your company again whenever I need a repair.,Jessie H,"June 18, 2019",True
PS11746426,1a3c69843431a7fa,5,Worked like the original,Fast service and the part rinse aid cap fitted as if it was the original... Will recommend this company to anyone needing a part.... Thank you for your fine service!!!!!,Augusto A,"February 19, 2018",True
PS11746426,1e1cb284d2a4d2fe,5,Easy to pick correct part,Installed easily. Fast basic delivery.,Steve R,"March 15, 2018",True
PS11746426,f1890bed8dab78e1,5,Worked as expected,The part came fast and worked well.,Mary Jane H,"June 6, 2018",True
PS11741341,03bca1232e13ba3c,5,easy repair,correct part and arrived shortly after ordering.,THOMAS M,"April 22, 2019",True
PS11741341,5b3e661b413e57e0,5,Easier that sliced bread,"Where did my rinse cap go? I suspect it was incinerated in the dry cycle of my dishwasher. Do I really need to use a rinse agent? How can I replace the missing cap? Your web site made it super easy to replace the part (and the dishes look so much better). I did not need instructions, it fit perfectly. Worth every penny of purchase price and it arrived quickly.",Georgie H,"July 24, 2018",True
PS11741341,a8c8fd08ec1a8d5c,5,Easy repair,Part came in on time and in perfect condition,Ken G,"February 2, 2018",True
PS11741341,56a642fb3d53651b,5,Easy repair. Replaced part.,The part came fast and fit perfectly.,Mary H,"February 19, 2018",True
PS11741341,6e9fc4c4cd8360c9,5,Exact part needed,This was the exact part I needed for a 20 year old dish washer. Perfect! Thank you!,Lori Y,"July 17, 2019",True
PS11741341,13a5598cbff23c72,5,Non-delivery,"I didn't receive the part. Te USPS said that it was sent back to the shipper. Please send it to this address: Dan Schneider 231 Medallion Blvd. Apt. E Madeira Beach, FL. 33708 Thank you.",Daniel S,"January 22, 2019",True
PS11741341,fa7f6768aad8d78c,5,Easy to change rinse aid cap,"The part was received in timely manner, and so far the dishwasher is working again",Ralph H S,"April 1, 2019",True
PS11741341,aa15f64fd506534e,5,Easiest fix I have done.,Exact part needed. Rinse aid working well.,Mary M,"April 10, 2019",True
PS11741341,6ef1dd4e993ade40,5,Easy fix,Wrks good.. part could of been much cheaper for plastic..slow on the shipping but it wrks,R Dustin K,"August 27, 2019",True
PS11741341,41a73dd8500a3473,5,"easy repair, worked great.",The part was great and easy to install. Dishwasher works as expected.,Gary K,"February 21, 2019",True
PS11746146,ebed85bf610fdab4,5,Great,Would buy again,Kyle F,"February 21, 2018",True
PS11746146,639cc8b8995f174e,5,Easy repair. Thanks for the video.,Perfect fit.,MICHAEL W,"May 22, 2019",True
PS11759673,0bac9ddd1d47dea5,5,Easy repair exact part,Part was exactly as described,Kevin N,"November 7, 2019",True
PS11759673,5d289b1b5d568186,5,Easy and fast,Perfect,Jerry W,"April 9, 2020",True
PS11759673,d871a9b2a69ab702,5,Would have cost a lot to buy new dishwasher,"I was concerned about repairs to a major appliance (dishwasher) when Sears left town and Kenmore parts were not to be found. Luckily, I came across Partselect online and got a different brand of dishwasher filter which was advertised as compatible with my Kenmore. I put the filter in myself- it fit perfectly. The site is easy to search, and customer service is quick and effective.",Virginia P,"September 21, 2022",True
PS11759673,a95aafbe78c8a42b,5,Quality,Perfect and delivery was within 3 days,Joanne B,"March 21, 2018",True
PS11759673,25597f90d17e4f24,5,So happy with speed of the order & delivery,The part was installed within an hour of receiving it. Apprciate the prompt & efficient service & would use your company again.,Suellen S,"April 14, 2018",True
PS11759673,2ffb0584dfd082c1,5,Dishwasher filter,My order was correct and was received very quickly from the time I ordered it. Would use Part Select again and also recommend them to others.,Karen V,"April 10, 2018",True
PS11759673,1c514e8c24577691,5,Perfect fit; exactly what we needed,"The process was easy, received in a couple of days, threw the old one away and we are back in business! Thank you!",Molly G,"April 26, 2018",True
PS11759673,9e2582b3d8947d75,5,Perfect fit.,Dishes are cleaner than ever. Easy to forget (or not know) to clean and/or replace the dishwasher filter.,Dave H,"March 11, 2020",True
PS11759673,6787fa2b2102bad5,5,Right part for the job,"Just what I was looking for---Right part, quick delivery and repair",John H,"July 25, 2020",True
PS11759673,d433ae1c26d0e350,5,Dishwasher filter,Replacement went fine and easy.,Shauna L,"August 13, 2018",True
PS11746245,e13ab7e81388cd76,5,Perfect fit. Works great,I didn't expect it to be so easy to install. Great part fit.,George K,"July 26, 2018",True
PS11746245,e89d9c73f6a9cfdb,5,Better than the original design,This part was better than the original design. Took about 2-minutes to install. Works perfectly.,Michael D,"July 24, 2018",True
PS11746245,8c66430a06f8ae06,5,Worked as expected,Super fast shipping. Dishwasher is back to working like new,KERRY V,"April 8, 2020",True
PS11746245,66c1df119c9f24d2,5,Awesome easy fix,part not white but off grey. Easy replacement part better than original.,Victor B,"April 7, 2020",True
PS11746245,c33b5d390fdcd73f,5,Part was different than original design but fit well and was easy to install,Part arrived quickly and was exactly what I needed,Ray P,"February 7, 2018",True
PS11746245,93eff64b5f83c6e5,5,Exactly what I needed,The part was exactly right and was easily installed . My appliance is working again.,Randy L,"February 15, 2018",True
PS11746245,1701191d0397c797,5,Great part - worked perfectly,The part was in great condition and came fast. My appliance is back in working order!,Elissa V,"January 19, 2021",True
PS11746245,d64d305deaadea14,5,So fast!,It was perfect!!!,ELIZABETH W,"April 14, 2020",True
PS11746245,253665faff5cc72b,5,Quick and easy,Took about 30 seconds to install (1screw) and send to be better designed than the one I took out.,Matt F,"February 24, 2018",True
PS11746245,4cf5bed1f709651f,5,It works! Easy to install. Timely shipping. Saved us the cost to replace ancient dishwasher.,"The serial number on the old dishwasher that came with this house says it was made in 1995, so when the original version of this part broke, I did not think I would be able find a replacement for it and that the old dishwasher was 'totalled'. So when I found this I thought it was worth the 'risk' to try it. Well, no risk; although the part is not absolutely identical to the original part (it is slightly easier to install) it works well.",H David L,"December 3, 2019",True
PS11751201,462268097fa44e2d,5,good,well pleased,Stephen M,"September 26, 2018",True
PS11751201,4ff9f4e4c8f13f2a,5,Easy Repair-- took on a few minutes,I am so pleased that we were able to find this part. I didn't want to purchase a new dishwasher but my top rack sprayer had worn out and fall off the rack. After watching the video on how to replace the rack it only took a few minutes and our dishwasher was up an running again.,Amber B,"July 24, 2018",True
PS11751201,58721d4d277807a7,5,Perfect Fit / Simple Replacement,This is a technically equivalent replacement item. It is a perfect fit. Replacement is simple and quick.,Thomas B,"September 16, 2019",True
PS11751201,f84cce7f2b6b0910,5,Extremely easy! Fit perfect. g.,"The rack came in 3 days. It is a different color, but my dishes don't care. Looks like a new dishwasher as I had replaced bottom rack several years ago.",Anelle M,"October 18, 2018",True
PS11751201,a8a9fba847669ca3,5,"Great part, easy to replace",The new rack replaced the ancient one that was beginning to rust. Fit in perfectly.,Keith K,"November 10, 2020",True
PS11751201,9f308d09cea34d59,5,Great part fits like a glove. Works great too.,I didn’t want to replace the rack because of the cost. But PartSelect saved me money and the part is great. I will look through them first for all appliance parts from now on.,Robert B,"March 1, 2019",True
PS11751201,b8692425be3283fe,5,Great new design!,Great new rack! Looks good and holds more dishes than the old one.,Isela T,"June 19, 2020",True
PS11751201,2512f08f2ca4f503,5,Replacing the old basket and installing the new basket was easy and it works great,Works great,Alan C,"October 8, 2021",True
PS11751201,edf4df4629694311,4,Dishwasher rack,"The part works fine. I am disappointed in Kitchenaid for changing the color and style of the upper rack, the original was white this one is metallic silver, now we are two tone. It works, however so it’s the best we can do. If I would have searched one more websites I could have saved nearly $50.00.",JANET G,"December 19, 2019",True
PS11751201,3d97b82718d21add,4,A bit different from original dishracks,"After years of use, our dishracks needed to be replaced so we were grateful that this company had replacements even if they aren't 100% the same as the originals. After loading it once, we're getting more familiar with the minor differences. Instructions were not included in our shipment so have someone do a search online if any instructions are needed",Elinor N,"November 13, 2018",True
PS12070335,3619cec46ef3949b,5,it works,The part came quickly and was exactly as described.,Donald S,"February 25, 2018",True
