ps_number,story_id,title,instruction,author,difficulty,repair_time,helpful_count,vote_count
PS11765780,80875,Dishes not coming clean,"Replace motor-pump. All was as advertised plus the surprise of included outlet hose. I didn't have the tool to operate the clamp, it leaked, so I replaced it with a stainless worm gear type.","Terry from BELLINGHAM, WA",Easy,30 - 60 mins,19,37
PS11730993,96275,Motor burned out,"Shut off water and power,remove dishwasher, put dishwasher on its back, remove screws with Phillips screwdriver and reinstall","Tim from Newberry, MI",Easy,30 - 60 mins,2,2
PS2328555,83705,Water leaking underneath dishwasher,The leak was dripping from the diverter motor. After removing dishwasher the diverter motor was found to be corroded. The shaft grommet looked good. A new diverter motor was installed and dishwasher connected. After running it awhile the leak reappeared. It seemed the only possible thing left was the shaft grommet. Of course the grommet c,"John from Springfield, OH",Easy,1- 2 hours,51,59
PS1960964,86258,The lower rack was losing all the little spokes. They were breaking off and rust developed.,"We twisted the tower counter clockwise to remove from the old rack. It was a bit tight but came off quickly. Then inserting the tower into the new rack went very smoothly. That's all there was to it. The new rack did not have a place where I could attach the flip down shelf, but I rarely used it anyway. Love partselect. They helped","Mary Ann from CARLINVILLE, IL",Very Easy,Less than 15 mins,4,4
PS1960964,86106,Stained upper and lower dishwasher racks.,"Pretty easy. Lower rack, simple. Upper rack took some time to figure out how to remove the plastic rack stops. After that just removed old rack then installed new rack and reattached the stops. Reason for replacing racks, with the door closed, there was a back wash from an ailing garbage disposal into the dishwasher which was left in ther","Mike from SUNNYVALE, CA",Really Easy,15 - 30 mins,1,1
PS1960964,85256,Racks were old and had many pieces rusted and broken off,Top rack locking caps removed and replacement rack slid right in. Bottom rack slightly more difficult as I had to figure out how to remove spray tower from old rack. Used flat screwdriver to pry gently up on locking tabs and twisted to remove. Pushed down and twisted opposite way until engaged locking tabs.,"David from NEW CARLISLE, OH",Really Easy,15 - 30 mins,1,1
PS1960964,85121,Needed to replace original dish rack which was severely rusted,Dish rack not same as original. No raised section on right for drop down ledge. Also the old rack had a section for wide rim bowls. New one is for plates only. Otherwise it is OK,"John from MARSHFIELD, MA",Really Easy,15 - 30 mins,4,4
PS1960964,84842,The covering on parts of the rack deteriorated from use and rusted the supports.,"I read the instructions given in one of your emails that said that to take off the center spray contraption, just turn to the right. To replace it on the new rack, put in place and turn to the left put the rack back in place in the dishwasher. It took less than 5 minutes after removing from the dishwasher.","Cynthia from GRASSTON, MN",Very Easy,Less than 15 mins,1,1
PS1960964,83788,lower rack rusted through all over,"Took rack out of box, son removed water tower from old rack, put it on new rack, rolled new rack into dishwasher. Presto! Done!","Judy from FENTON, MI",Really Easy,Less than 15 mins,2,2
PS1960964,83619,No problem,I just followed the instructions and all went well,"Maureen from Peabody, MA",Really Easy,Less than 15 mins,2,2
PS1960964,42656,"lower dishwasher rusted very bad, i will not buy another Maytag.","It was very simple,took out the middle water dispencer replaced it and filled the dishwasher . and for got about it. The lady was very helpfull and could under stand her.thanks vern","Vernon from Huntsville, TX",Easy,15 - 30 mins,0,2
PS1960964,37547,Outer material on rack wearing out causing rust on plates.,"Took old rack out and put the new one in. The only problem was that I expected the rack to come with the central spray tower attached. It did not come with the tower at all. I had to detach the old tower and reattach it to the new rack. I didn't know how to do that. There were no instructions. However, after working with it for awhile I w","Donald from Alameda, CA",A Bit Difficult,15 - 30 mins,1,2
PS1960964,37509,wire racks rusting and breaking off,"Take out the old rack and slide the new one in, that easy, and it arrived within 48hrs after ordering. Great service!!","Cathy from Keystone, IA",Really Easy,Less than 15 mins,0,1
PS11727812,87422,Coating was worn and rack was rusting and coming apart.,"Polled old rack out, removed water cone from old rack with quarter counter clockwise turn. Install cone in new rack. Slide new rack in washer. Done","Leo from VAIL, IA",Very Easy,Less than 15 mins,1,1
PS11727812,39619,Original lower dish rack was falling apart.,"Took out old rack, put in new one. Part arrived on time and was an exact match to the original.","Chris from La Center, WA",Really Easy,Less than 15 mins,3,5
PS11727812,39299,Old dishrack was rusted and chipped,Removed old rack opened box inserted new rack. So simple sorry I waited so long to replace.,"Donna from Hicksville, NY",Really Easy,Less than 15 mins,4,8
PS11727812,28547,Racks had broken tines in racks,"It was simple just took out the racks and used them as model. Placed new rack side by side, opened bag and laid parts out for new racks. BY looking at old it was easy to put together. New racks work like a charm.
Thanks for being there it saved me having someone come out and/or just buying a new one when ther was nothing wrong wit","Leo from Pitman, NJ",Easy,30 - 60 mins,6,13
PS11727812,25870,Dishwasher was leaving rust spots on the dishes. The lower dishrack plastic had worn away in places leaving bare metal exposed.,Just removed the old lower dishrack and set in the new one. Nothing to it.,"Richard from Middletown, MD",Really Easy,Less than 15 mins,3,5
PS11727812,7334,Replaced upper and lower racks,"Easy. only one little trouble spot. but very easy "" repair"" for the lower rack. take out of box. place in dishwasher. pull old center spindle part off by twisting 90 degrees and put into new rack same way. When replacing the top rack. keep the old one in one piece till you put together the new one. mine didn't come with any instructions.","Anthony from Highland Lakes, NJ",Easy,15 - 30 mins,22,35
PS11727812,5434,The old rack was rusty leaving stains on our china,"The new rack came with four parts... those four parts were the wheels that the rack rides on to slide it into the dishwasher. You will need to recycle two rubber bumpers, your old utensil basket and the cone in the center of the rack. Getting the cone free was not easy. It has to be rotated to release it from the wire rack. I had to pry i","Carol from Richmond Hill, GA",Really Easy,Less than 15 mins,41,46
PS2100470,33356,Broken wheel in rack adjuter,"I propped up the dishwasher rack. I opened the stopper at the end of the track, just move it in the direction of the arrow. I removed the right side rack adjuster. I put the rack into the track, put the lever in the adjuster cover and put the cover in place. I replaced the screws and closed the stopper. I found it very simple for a f","James from Canonsburg, PA",Easy,Less than 15 mins,1,2
PS2100470,28555,Wheels on left side of middle rack broke.,"Initially ordered the rack adjuster assembly, not realizing that I would also need the adjuster lever and adjuster cover, too. This piece is NOT what originally came with our unit. The line drawing for part 17 shows what our unit looks like. That part has apparently been discontinued and we were guided by Maytag to order this substituti","Kayla from Lincoln, NE",Really Easy,Less than 15 mins,5,7
PS2100470,24910,Upper rack wheel broken,"Four screws were removed and new parts were installed. The only problem was that two types of rack adjusters exist. If your dishwasher does not have a lever, part number PS2100470, then the new rack adjuster either left or right side will not work without part numbers PS2100470(lever) and PS2100308(cover). Be sure to order parts for both","Larry from Solon, IA",Easy,15 - 30 mins,2,3
PS11746085,93475,Tension spring loop on right side door tensioner was broken,"Unscrewed two fixing screws keeping dishwasher located.
Pulled out dishwasher.
Removed broken spring & pulley wheel.
Placed new spring on frame loop at great of side panel.
Replaced cracked pulley wheel.
Connected cord to spring.
Tensioned cord stretching spring.
pulled cord around two pulleys & connecte","Timothy from EAGLE POINT, OR",Really Easy,15 - 30 mins,2,2
PS11746085,84649,"One day when opening the door there was a ""Snap"" and the door fell open.",I first went on line to the KitchenAid repair web site and found my problem listed and instructions given . This first of all led me to a parts drawing for my model and then to the site connection to order the parts and receive the instructions. The parts arrived quickly and the instructions were thorough and easy to follow. This was a go,"Ted from CASPER, WY",Very Easy,30 - 60 mins,5,5
PS11747718,13273,"My dog got into the kitchen by going over the dishwasher (100 lb Lab), and bent the rack tracks and broke one of the track wheels. My family wanted a new dishwasher. Whereas I am cheap.","A simple remove and replace was all it took. Remove the little latches on the end of the tracks, Slide the track out, take the broken wheels off-they snap off. Snap new wheels on rack. Slide new track in threading it through the stationary wheels attached to the wall of the unit, and through the wheels of the rack. Snap the end-caps back","Christopher from Upton, MA",Really Easy,Less than 15 mins,12,16
PS11747668,22620,Rack on the dishwasher would not stay in place.,"Received the parts, installed, and now works fine. f
Fast service, great price.","James E. from Presque Isle, ME",Really Easy,Less than 15 mins,0,3
PS11752012,84245,"Lights Stay on, Blink Randomly; Dishwasher Won't Run","Figuring out what was wrong: various reset methods didn't work. Since lights were blinking, it was not a fuse. Keypad ruined? Controller board ruined? I decided on the latter and ordered. 1. Removed Torx screws from the back of the washer door. 2. Removed several connectors from the circuit board, then the board itself. 3. Sat still and g","Fredric from CORALVILLE, IA",Really Easy,30 - 60 mins,16,16
PS11752012,45142,"""Normal Wash"" & ""Start"" buttons not working",Initially we called a Sears Repair man and he came out only to push a few buttons and miraculously getting it to work for him. My husband and I both pushed these buttons SEVERAL times for a week and nothing! He charged us $80 for the call and told us condensation causes the control board to stick sometimes. He could replace the control bo,"Danell from Green Bay, WI",Easy,15 - 30 mins,56,65
PS11755696,89455,Intermittent dimly lit touch panel lights (2) with the machine on or off,"Initially I removed the front panel and touch panel cleaned the cable connection from the touch panel. This did not correct the problem. Although the dishwasher still ran fine. I searched online for the part and decided to order from PartSelect. I ordered it on 6/30/19 with standard shipping and received it on 7/9/19.

I once ag","Joel from TORRINGTON, CT",Easy,30 - 60 mins,1,1
PS11755696,87853,control panel went bad,"Once the correct part arrived, our son bought a star screw driver set took off the old panel and assembled the new one. He did loosen a couple of side screws to allow room to work.","Diana from BLANCO, TX",Very Easy,15 - 30 mins,1,1
PS11755696,87577,Touch panel did not work,"Purchased this new one, plugged right in and worked. Very easy. Saved myself money by not having to call a service man.","Richard from ELLENSBURG, WA",Very Easy,15 - 30 mins,1,1
PS11755696,87299,"Nothing working, no lights. Worked one day and not the next",Remove and replaced control panel,"Larry from CALEDONIA, OH",Really Easy,15 - 30 mins,2,2
PS11755696,81962,Control panel just stopped working,"Since the control panel is an all-in-one ""plug and play"" item, it is as straightforward as removing the torx head screws on the inside of the door, disconnecting and removing the old panel, plugging in and reinstalling the new panel, and buttoning up all the screws. A few notes: 1) The replacement panel's mating surfaces are slightly di","Michael from ELLICOTT CITY, MD",Easy,15 - 30 mins,11,14
PS16219431,97027,Dishwasher would stop during the cycle with nE code,"This was my first time repairing a dishwasher. I watched YouTube on how to remove the dishwasher from the cabinet. Afterwards, I removed the bottom of the dishwasher while it was laying flat to get to the motor and micro switch. The only difficulty I had was getting to the motor which required taking the bottom section off of the dishwash","Kenneth from BOX SPRINGS, GA",Easy,1- 2 hours,4,10
PS11745483,86946,Pan leaked at the float/switch penetration,"1. do not order or buy anything before examining the tension nut and washer. 2. Unplug the unit. 3. Open the switch box before trying to remove the float. Two types; easiest is pin based and lifts out easily. If the float catches, it likely has a headed bottom and needs an assist to lift past the stop flanges. 3. Using a standard ohmmet","Michael from KANSAS CITY, MO",Really Easy,15 - 30 mins,7,9
PS11748133,27625,A leak in the bottom of the dishwasher,"I turned off the power at the fusebox,then removed the front lower cover using a screwdriver. I then removed the complete assembly and reversed the procedure. Quite simple, and the info on Partselect saved me 85 bucks! I put Partselect in my ""favorites"" for future use.","scott from tinley park, IL",Really Easy,15 - 30 mins,8,21
PS557009,88258,leaking water bottom rigth side,remover the nut inside of the dishwasher under the float took bottom plate off open the plastic housing installed new the new float switch plug in the wires snip in the new housing put the unit back in the hole put nut back on and put the bottom plate back on easy as pie,"michael from WINCHESTER, MA",Very Easy,30 - 60 mins,3,3
PS557009,86946,Pan leaked at the float/switch penetration,"1. do not order or buy anything before examining the tension nut and washer. 2. Unplug the unit. 3. Open the switch box before trying to remove the float. Two types; easiest is pin based and lifts out easily. If the float catches, it likely has a headed bottom and needs an assist to lift past the stop flanges. 3. Using a standard ohmmet","Michael from KANSAS CITY, MO",Really Easy,15 - 30 mins,7,9
PS557009,29412,replaced float switch and door links,"Replacing the float switch was fairly easy and straight forward. removed old using adjustable wrench and replaced.

Replacing the door links was not difficult except I needed to pull the dishwasher out and had to disconnect the water line.
reconnecting the water line was the time consuming and frustrating part. Once that wa","Scott from Wantagh, NY",A Bit Difficult,More than 2 hours,7,11
PS557009,27625,A leak in the bottom of the dishwasher,"I turned off the power at the fusebox,then removed the front lower cover using a screwdriver. I then removed the complete assembly and reversed the procedure. Quite simple, and the info on Partselect saved me 85 bucks! I put Partselect in my ""favorites"" for future use.","scott from tinley park, IL",Really Easy,15 - 30 mins,8,21
PS557009,13161,Noisy rattle in dishwasher since new when it was filling,"Remove and replace solinoid, remove and replace mico switch. These are the only two electrically controlled devieces controling water flow. Replacing switch without replacing housing takes a soft touch. A small screw driver helps. Electrical connections have a stay in place nipple. Plyers help get thoes off.

Parts deliv","Don from Aptos, CA",A Bit Difficult,1- 2 hours,7,10
PS557009,7420,Dishwasher leaked under right front corner. Discovered that overflow(float switch) was either sticking allowing fill to overflow or rubber gasket was deteriorated allowing water to leak through mounting hole.,"Removed mushroom shaped float cover by simply pulling up. Cover simply slide down into switch which is mounted through the floor of the tub. Using an adjustable wrench loosened and removed plastic fastening nut allowing removal of switch assembly from below. Disconnected two wires from switch and attached replacement assembly, reinserted","Robert from Rochester, NY",Really Easy,15 - 30 mins,67,76
PS11747615,18120,leaking drain hose,removed clamps with screwdriver from bottom of dishwasher and clamp from sink drain. I taped the new hose to the old one and pulled it through. worked perfect.,"David from Wilmington, NY",Really Easy,15 - 30 mins,14,25
PS11747698,89202,The washer arm was broken,I just took the nut off and replace the washer arm it didn't take any time at all.,"Monique from CAMDENTON, MO",Very Easy,Less than 15 mins,1,1
PS11747698,88967,Previous Wash Arm Cap broke,"Lifted the old spray arm off, put the new arm on the spindle, screwed on the cap with my fingers. Good to go.","Shaun from GRANTS PASS, OR",Very Easy,Less than 15 mins,1,1
PS11747749,97643,Lower wash arm cap was worn thin allowing the spray arm to hit the dish rack.,The actual problem was the plastic wash arm cap was worn down and not holding the spray arm in place allowing it to hit the lower dish rack and stopping it from turning. The cap is on a threaded steel stem and is easily removed. The spray arm lifts off the stem and its replacement slips right on. Then install the new wash arm cap by screw,"Clark from GRASONVILLE, MD",Very Easy,Less than 15 mins,2,2
PS11750923,89286,My Kenmore dishwasher quit running after about 8 years of service and it would not start up again. We hand-washed dishes for over 10 months and drip-dried them in the busted machine.,"Got on line at PartSelect and provided the requested Model and Serial numbers. I also used YouTube to ""armchair"" diagnose the symptoms and reviewed several suggested fixes. Our ""touch panel"" containing all the control buttons had deteriorated over the years, and I speculated that this panel could be the problem. Since the dishwasher is","William M. from CANTON, OH",Really Easy,30 - 60 mins,6,8
PS7783360,94494,Upper and lower dishwasher racks were rusted after only 2+ years,"The upper rack required removal and reinstallation of the end caps and spray arm. Not a problem, just went on YouTube and watched the videos. The lower rack was just a matter of removing the old and installing the new. Yes, the utensil basket can not be replaced in the front, it has to be placed in the bottom rack. I installed mine on th","Clark from SARASOTA, FL",Very Easy,30 - 60 mins,4,4
PS7783360,93729,Deteriorated dishracks,"Quite simple. Only disassembly/reassembly was the spray mechanism attached to the bottom of the Upper Rack. Snaps off old and on to new rack with no tools. On this dishwasher model, there is no hose assembly running to water port, but the spray assembly is instead a integrated tube with a male port that ""plugs"" into a female port on bac","Kim from VERO BEACH, FL",Really Easy,30 - 60 mins,1,1
PS7783360,91148,upper and lower rack ASM showed sing of rust,"Repair was simple, lower rack just remove and replaced with out any tools or disassemble required, for the upper rack installation, the end cap need to be removed out of the sliding tracks, slide old rack out and discard, clean the track with a suitable cloth and slide new rack in to the tracks, reinstall the old end caps, as a good preve","Wilson from MENIFEE, CA",Very Easy,Less than 15 mins,5,6
PS7783360,91127,Cooking Range Knob and Dishwasher's End Cap were Broken,"Ordered the Parts over PartSelect.com

Relatively Easy to Order - All parts were Diagrammed and Numbered

The part arrived on time and Fit Perfectly.","Tathagata from MONROE, NC",Really Easy,Less than 15 mins,1,1
PS958932,95090,cap had melted mi,Unscrew the old one and screw in the new one.,"Alice from BLAINE, MN",Very Easy,Less than 15 mins,2,2
PS958932,42532,cap was melted,replaced it,"Greg from Doon, IA",Really Easy,Less than 15 mins,16,17
PS958932,32980,Dispenser Cap Missing,"Ordered new cap and put it on when it arrived.
Simple","Larry from Denvr, CO",Really Easy,Less than 15 mins,3,4
PS958932,27394,Lost Rinse Aid cap,Inserted new cap purchased from PartSelect.,"Jerome from Arlington, VA",Really Easy,Less than 15 mins,7,14
PS958932,16712,Soap Compartment Door Latch Broken,"First removed the eight philips head screws that hold the outside bottom door cover, to get access to the module. Then removed the two wires and the ten screws holding the module in place. Put the new module back in, reconnected the wires, and re-tighten everything. Did not have to use the bracket and cap.","steve from parsippany, NJ",Really Easy,15 - 30 mins,4,7
PS958932,6056,missing cap,I placed the missing cap into the dispenser.,"Jean from White Plains, NY",Really Easy,Less than 15 mins,3,5
PS1019466,89649,Rinse aid cap leaking,Opened the door on dishwasher and installed the rinse aid cap. Checked for leaks. None found,"David from BURKBURNETT, TX",Very Easy,Less than 15 mins,2,2
PS1019466,89080,Jet dry rinse cape destroyed.,"Got the part the next day.. opened it and just screwed into place!
Easy as could be. Thank you!!","Jessie from TYLER, TX",Really Easy,Less than 15 mins,2,2
PS1019466,84157,Lost cap to rinse aid disoenser,Just screwed it on.,"MarilynNegri from BLAIRSTOWN, NJ",Very Easy,Less than 15 mins,2,2
PS1019466,43063,"We were going to buy a new dishwasher because of rusted bottom rack, dishes not cleaning well and glasses covered with gritty grime.","Once the rinse cap was renewed everything came out looking better. We cleaned the machine with Lemi-Shine, which really helped all the calcium deposits that were adding clog to the machine. The new lower rack and basket are great and make the 5 year old dishwasher look like new. Great experience from ordering parts to receiving them. 100%","Antoinette from Sun Lakes, AZ",Really Easy,15 - 30 mins,24,33
PS1019466,18157,Rack roller and JetDry cap were missing,"Opened the package, opened the plastic parts bag, installed the roller and the cap.

Whew!","Michael from Cincinnati, OH",Really Easy,Less than 15 mins,3,4
PS11757607,36697,My grandson broke the lower spray arm support,"This is a great web site ordered parts on saturday was delivered on tuesday. the diagram made it simple and easy to replace, my wife done it all and took all of 20 mins.It was simple just look at the diagram provided and it will tell you everything you need to know.","RONALD from RAGLAND, AL",Easy,15 - 30 mins,0,2
PS11757607,33643,Fork snapped fan off which melted some parts,"Well somehow when no one in the family was watching, a fork got below the dish rack and knocked the fan off which melted the spray nozzle and the jump-up sprayer as well as snapping the lower spray arm support.

All the parts are real easy to put on, no tools required, just turn right to tighten! Also you need to know which part","Matthew from North falmouth, MA",Really Easy,Less than 15 mins,0,1
PS11757607,21429,Spray nozzles broken,This is the second time I've purchased parts from PartSelect.com. Actually called Lowe's parts hotline and got disconnected three times. Went online with PartSelect.com and purchased the items within 5 minutes. Parts arrived within 2 days. Will definitely be purchasing parts from PartSelect.com again when needed!!!,"EVERETT from CALLAWAY, VA",Really Easy,15 - 30 mins,6,9
PS11757607,19506,broken nozzle preventing clean dishes.,"Appliance was extremely easy to troubleshoot and locating the needed parts were also, Thanks to Partselect.com
Unscrewed the nut holding the Arm assy. and installed new components!! My daughter really
thanks you!!!!!!!!!!","Robert from Jayess, MS",Really Easy,Less than 15 mins,0,1
PS11746567,92408,Broken rinse aid cap,Just replaced the broken item with the new one..no tools needed.,"George from San Jose, CA",Very Easy,Less than 15 mins,1,1
PS11746567,82821,old rinse cap and worn our wheel assembly,really easy. just replaced the parts in a second,"Hayguhi from NORTHRIDGE, CA",Very Easy,Less than 15 mins,1,1
PS11746567,32233,did not close rinse aid cap properly-got caught under heat element and melted,just needed to screw in new cap.,"Bonnie from St Charles, IL",Really Easy,Less than 15 mins,9,11
PS11746567,32048,The cap to the rinse aid container fell into the dishwasher and melted.,"I found an exact match to my rinse aid cap on your website and ordered it. It came to my house in 2 days. It fit the dishwasher, and I used it tonight for the first time with the rinse aid. (With the change in detergents, the detergent alone was not leaving the dishes and silverware feeling smooth and clean.) The dishes came out much","Judy from Metairie, LA",Really Easy,Less than 15 mins,17,18
PS11746567,25753,cap fell close to the heating element and was damaged and needed to be replaced,too simple to describe,"ronald from los angeles, CA",Really Easy,Less than 15 mins,13,16
PS11746567,25325,the rinse aid cap fell into the bottom of the dishwasher and got burnt by the coils. It was letting the rinse aid empty out every time I used the dishwasher because the seal was broken.,I just put the new cap on and that was it.,"Joan from Glendora, NJ",Really Easy,Less than 15 mins,69,72
PS11746567,12798,rinse aid knob fell off during a wash cycle and melted,"no tools were needed, I just inserted the knob and then turned it and it was completed.","Wendy from Plano, TX",Really Easy,Less than 15 mins,10,11
PS11746567,7616,wife misplaced rinse knob,needed apart on a machine that I had no number for. The gal sent me pictures of knobs and went to a lot of trouble and time but found the correct part. Happy to say my wife got the new part it was perfect and a happy ending. If ir weren't for the patience and attitude of the sales rep I would still be pulling my hair out. Other parts reta,"Joseph from Shirley, NY",Really Easy,Less than 15 mins,8,11
PS11747749,97643,Lower wash arm cap was worn thin allowing the spray arm to hit the dish rack.,The actual problem was the plastic wash arm cap was worn down and not holding the spray arm in place allowing it to hit the lower dish rack and stopping it from turning. The cap is on a threaded steel stem and is easily removed. The spray arm lifts off the stem and its replacement slips right on. Then install the new wash arm cap by screw,"Clark from GRASONVILLE, MD",Very Easy,Less than 15 mins,2,2
PS11748135,97167,Rinse Aid cap broke,"Just replaced the Rinse Aid cap, the same as if I had just refilled the Rinse Aid unit.","Suzanne from UPLAND, CA",Very Easy,Less than 15 mins,1,1
PS11748135,87132,Rinse Aid Cap Melted,"When the Rinse Aid Cap melted, the JetDry liquid leaked into the dishwasher creating heaps of suds which resulted in water leaking from the dishwasher. The replacement cap from PartSelect was a perfect fit. I then bailed the remaining water from the dishwasher drum and wiped out the baked on coating of JetDry. Then poured in a cup of o","Thomas from GLENSHAW, PA",Very Easy,Less than 15 mins,1,1
PS11748135,83575,Rinse aid cap fell off while washer was running.,Too easy to even discuss,"Joyce from FLORENCE, KY",Really Easy,15 - 30 mins,1,1
PS11748135,82746,dishwasher was missing a rinse aid cap,I moved into my townhouse about 3 years ago and the dishwasher was missing the rinse aid cap which drove me nuts. I was finally able to find it here. It was just a matter of taking it out of it's packaging and inserting it. Easy peesy.,"nazli from DANVILLE, CA",Very Easy,Less than 15 mins,1,1
PS11748135,80506,The cap fell off and got up against the heating element and melted.,Hand screwed it on.,"Joyce from CROCKER, MO",Very Easy,Less than 15 mins,1,1
PS11748135,45017,burned rinse aid cap,simply put it on!,"Martha from Tumwater, WA",Really Easy,Less than 15 mins,0,1
PS11748135,40026,Melted the rinse aid cap,Took the new part out of the package and put it into the dishwasher--simple as that.,"Linda from Spring Hill, FL",Really Easy,Less than 15 mins,2,3
PS11748135,32450,Part melted in the d/w,"screwed the new cap on, voila. just need to make sure you look and get the right cap; lots of different ones available.","Allen from Fredericksburg, VA",Really Easy,Less than 15 mins,5,6
PS11748135,31025,Previous rinse cap fell off and melted,"Without the rinse cap appliance was not rinsing properly, partselect made it easy to find necessary information to find part. Had it within a couple of days, replaced the cap within seconds and works just like before.","Jessica from Lincolnshire, IL",Easy,Less than 15 mins,4,6
PS11748135,29660,Original rinse aid cap warped by heating element,"Just replaced the original cap with the new one. It fit perfectly. Thanks.
P.S. - I would rate this excellent. I would give it 5-stars.","Mary from Bellingham, WA",Really Easy,Less than 15 mins,11,12
PS11755939,93437,Sent the wrong part,Had to repurchase the correct one. I was also sent a used part that I am still waiting for a call tag to send back. I was also given an email address for customer service but low and behold it also didn’t work!!!!,"Judith from MOUNTAIN TOP, PA",Very Easy,15 - 30 mins,1,1
PS11755939,86178,The rinse aid cap came off and melted in the bottom of the dishwasher.,Screwed the cap on to the rinse aid receptacle.,"Bonnie from ETTERS, PA",Very Easy,Less than 15 mins,3,3
PS11755939,80553,rinse aid cap came loose and melted in the bottom of the dishwasher,Received the new cap and twisted it into place.,"Donald from MANHATTAN BCH, CA",Very Easy,Less than 15 mins,13,14
PS11746567,92408,Broken rinse aid cap,Just replaced the broken item with the new one..no tools needed.,"George from San Jose, CA",Very Easy,Less than 15 mins,1,1
PS11746567,82821,old rinse cap and worn our wheel assembly,really easy. just replaced the parts in a second,"Hayguhi from NORTHRIDGE, CA",Very Easy,Less than 15 mins,1,1
PS11746567,32233,did not close rinse aid cap properly-got caught under heat element and melted,just needed to screw in new cap.,"Bonnie from St Charles, IL",Really Easy,Less than 15 mins,9,11
PS11746567,32048,The cap to the rinse aid container fell into the dishwasher and melted.,"I found an exact match to my rinse aid cap on your website and ordered it. It came to my house in 2 days. It fit the dishwasher, and I used it tonight for the first time with the rinse aid. (With the change in detergents, the detergent alone was not leaving the dishes and silverware feeling smooth and clean.) The dishes came out much","Judy from Metairie, LA",Really Easy,Less than 15 mins,17,18
PS11746567,25753,cap fell close to the heating element and was damaged and needed to be replaced,too simple to describe,"ronald from los angeles, CA",Really Easy,Less than 15 mins,13,16
PS11746567,25325,the rinse aid cap fell into the bottom of the dishwasher and got burnt by the coils. It was letting the rinse aid empty out every time I used the dishwasher because the seal was broken.,I just put the new cap on and that was it.,"Joan from Glendora, NJ",Really Easy,Less than 15 mins,69,72
PS11746567,12798,rinse aid knob fell off during a wash cycle and melted,"no tools were needed, I just inserted the knob and then turned it and it was completed.","Wendy from Plano, TX",Really Easy,Less than 15 mins,10,11
PS11746567,7616,wife misplaced rinse knob,needed apart on a machine that I had no number for. The gal sent me pictures of knobs and went to a lot of trouble and time but found the correct part. Happy to say my wife got the new part it was perfect and a happy ending. If ir weren't for the patience and attitude of the sales rep I would still be pulling my hair out. Other parts reta,"Joseph from Shirley, NY",Really Easy,Less than 15 mins,8,11
PS12745437,98679,DWasher was not getting dishes clean.,Was a little time consuming as i had to disconnect water and waste supply hook ups under sink. After getting that done was really easy. Flipped DWasher in side removed old unit and installed new.,"Janet from NEW GLARUS, WI",Easy,30 - 60 mins,1,2
PS11699799,91805,The control panel buttons worn.,Removed the door cover. Took off the inside of the door by removing screws. Removed and replaced the control panel. Replace the inside of the door. Reinstalled the door cover.,"Robert from OXFORD, MD",Easy,15 - 30 mins,1,1
PS11699799,88983,"Would not start, lights on panel and switches not functioning.","The unit was not turning on and I was not getting normal switch indicator lights. After consulting the on-line PartsSelect trouble shooting/repair text, I replace these two components:
WP8270168 Control Board (switch panel) -core returned) PS11745530
WP8270168 Control Board (circuit box) -core returned PS11746562
Now I g","John from BENICIA, CA",Really Easy,30 - 60 mins,4,4
PS11699799,88311,Button on the control panel worn off.,Turned off the circuit breaker. Removed the door screws and lifted the front of the door off (screws were square so I needed a special allen wrench. Removed the door latch screws. Popped off the control panel plastic unit. Removed the three circuit boards...needed a little bending on the plastic holding pins...that's ok since you discar,"Robert from OXFORD, MD",Easy,30 - 60 mins,1,1
PS11699799,87879,Control panel worn out. Start button would not always work,"So I have never done anything like this before, but I figured the worst I could do was no worse than an nonworking dishwasher, and I did not want to spend $150 and wait a week or two for a repair man...so what heck...First I watched a video on Youtube found here: https://www.youtube.com/watch?v=T4G0IiHLZhk
Then....
TURN OFF THE","Steven from BENICIA, CA",A Bit Difficult,30 - 60 mins,3,3
PS11699799,48526,Control selection Pad not functioning,"1st important: Make sure to turn off electricity from the dishwasher I did this from my circuit breaker to insure safety. Removed the front panel of the dishwasher, disconnected the control panel & the Electronic Control Board. Removed the 2 items. The parts arrived very promptly as promised, connectected the wires & installed. As long","Lynn from Leo, IN",Easy,30 - 60 mins,8,10
PS11699799,39876,broken control panel buttons,I looked it up on youtube and also saw the written explanation on Parts Select,"William from Great Neck, NY",Really Easy,Less than 15 mins,4,6
PS11699799,36225,"the ""normal"" button cover cracked allowing water to seep in and damage the switch",Unplug the dishwasher. Remove the screws holding the stainless lining to the outer door panel. Unplug the various connections. remove the control panel by pushing small plastic cleats outward (they are spring loaded). Remove the printed circuit board by pushing one holding tab to realase then tilting the board out. Remove the ribbon c,"Edward from Westminster, CO",Really Easy,1- 2 hours,10,11
PS11699799,33646,"Control panel buttons were worn out, circuit board shorted out","Turned off the power at the breaker; took the screws out of the door panel; the control panel was already loose; I took the lock mechanism off the panel, and then removed the electric bundle panel from the control panel; the only thing left was the cicuit board, which I removed, and the wires to it were in a clip all together; I clipped t","Peter from Colleyville, TX",Easy,15 - 30 mins,35,43
PS11699799,28806,control panel buttons were worn out,Replaced the plastic control panel- need to remove the PCB's which can be tricky not to damage them,"Frank from Hummelstown, PA",A Bit Difficult,30 - 60 mins,2,4
